K_01_A,K_01_B,K_01_C,K_01_D,K_02,K_03,K_04,K_05,K_06,K_07,K_08,K_09,K_09_VALOR,K_09_TEXTO,K_10_A,K_10_B,K_10_C,K_10_D,K_10_E,K_10_F,K_10_G,K_10_H,K_10_I,K_11,K_11_A,K_11_B,K_11_C,K_11_D,K_11_E,K_12_A,K_12_B,K_12_C,K_12_D,K_12_E,K_12_F,K_12_G,K_12_H,K_12_I,K_12_J,K_12_K,K_12_L,K_12_M,K_12_N,K_12_O,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37738,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37741,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37765,3,1,3
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37780,1,1,1
,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37787,3,1,3
1,1,1,,3,1,5,1,30,80000,30,2,,,,,,,1,,,,,2,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,37808,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37834,3,1,3
,1,,,3,1,5,1,30,120000,40,1,3000,TRES MIL PESOS,,,,1,,,,,,1,1,,,,,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,37857,1,1,1
,,1,,3,1,4,1,15,5000,6,1,2000,DOS MIL,,,,,1,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,37858,2,1,2
1,,,,1,1,2,1,1,98,1,2,,,,,,1,,,,,,2,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,37867,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37872,1,1,1
1,1,1,,2,1,3,1,10,100000,10,1,2000,DOS MIL PESOS,,1,,,,,,,,1,1,,,,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,37924,4,1,4
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37928,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37933,4,1,4
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37935,3,1,3
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37939,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37950,3,1,3
1,1,,,1,1,5,1,30,50000,30,1,3000,TRES MIL PESOS,,,,1,1,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,37992,5,1,5
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38050,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38072,9,1,9
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38084,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38085,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38116,1,1,1
1,1,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38155,1,1,1
1,,,,3,1,3,1,2,4000,2,1,2000,DOS MIL,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,38161,4,1,4
,1,,,3,1,5,1,30,180000,30,1,2500,DOS MIL QUINIENTOS,,,1,,,,,,,2,,,,,,2,1,2,1,2,1,2,2,2,2,1,1,2,2,1,38231,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38237,4,1,4
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38265,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38333,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38374,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38376,6,1,6
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38397,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38424,1,1,1
1,,,,3,1,2,2,,,1,2,,,,,,1,,,,,,2,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,38505,1,1,1
,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38514,3,1,3
,1,,,3,1,4,1,20,50000,13,1,2000,DOS MIL PESOS,,,1,,,,,,,2,,,,,,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,38515,1,1,1
,1,,,3,1,5,1,30,100000,90,1,1000,MIL PESOS,,,1,,,,,,,1,1,,,,,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,38535,4,1,4
,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38549,1,1,1
1,1,1,,3,1,5,1,30,300000,150,1,1000,MIL PESOS,,,1,,,,,,,2,,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,38563,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38581,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38586,2,1,2
1,1,,,3,1,3,1,5,20000,4,2,,,,,,,,,,,1,2,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,38604,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38634,7,1,7
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38637,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38642,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38647,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38676,2,1,2
,1,,,3,1,3,2,,,1,1,5000,CINCO MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,38691,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38703,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38746,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38771,1,1,1
1,,,,3,1,1,2,,,2,1,3500,TRES MIL QUINIENTOS PESOS,,,1,1,,1,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,38775,6,1,6
,1,,,2,1,1,2,,,1,1,2000,DOS MIL,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,38782,2,1,2
,1,,,3,1,2,1,30,30000,12,1,1000,MIL PESOS,,,1,1,,1,,,,1,1,,,,,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,38790,3,1,3
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38791,1,1,1
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38792,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38793,1,1,1
1,1,1,,3,1,4,1,20,20000,50,1,3000,TRESMIL PESOS,1,1,1,1,1,1,1,1,,1,1,,,,,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,38801,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38803,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38804,1,1,1
,1,,,3,1,5,1,30,400000,50,1,6000,SEIS MIL,,,,1,,,,,,1,1,,,,,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,38814,1,1,1
,1,,,1,1,3,1,3,2000,1,1,2000,DOS MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,38820,1,1,1
1,,,,3,1,5,1,30,150000,60,1,5000,CINCO MIL PESOS,,,1,,,,,,,2,,,,,,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,38826,1,1,1
,,1,,1,1,3,1,5,5000,8,1,5000,CINCO MIL PESOS,,,,1,,,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,38827,4,1,4
,,1,,3,1,1,2,,,1,2,,,,,,,,1,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,38835,1,1,1
,1,,,2,1,4,1,15,24000,3,1,8000,OCHO MIL PESOS,,,,1,,,,,,2,,,,,,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,38843,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38867,2,1,2
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38906,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38928,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38947,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38970,2,1,2
,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38982,1,1,1
,1,,,3,1,5,1,30,20000,10,1,2000,DOS MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,39001,3,1,3
,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39010,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39049,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39060,4,1,4
,1,,,9,1,3,1,3,15000,3,1,3000,TRES MIL PESOS,,,,1,,,,,,1,1,,,,,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,39066,2,1,2
1,,,,3,1,3,2,,,1,1,2000,DOS MIL PESOS MCTE,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,39069,3,1,3
1,1,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39074,1,1,1
1,1,,,3,1,5,1,7,15000,3,1,5000,CINCO MIL PESOS,,,1,1,,,,,,2,,,,,,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,39076,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39089,3,1,3
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39104,2,1,2
1,,,,3,1,2,2,,,1,2,,,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,39122,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39126,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39204,1,1,1
1,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39208,6,1,6
1,,,,3,1,5,1,30,30000,30,1,1000,MIL PESOS,,,1,,,,,,,2,,,,,,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,39241,1,1,1
,1,,,3,1,3,1,7,98,1,1,2000,DOS MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,39242,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39266,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39279,2,1,2
,,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39286,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39297,1,1,1
,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39319,1,1,1
1,,1,,3,1,3,1,3,98,3,2,,,,,,1,,,,,,2,,,,,,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,39391,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39418,4,1,4
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39428,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39430,4,1,4
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39445,4,1,4
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39447,1,1,1
1,1,1,1,3,1,5,1,30,30000,30,1,1000,MIL PESOS,,,1,,,,,,,2,,,,,,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,39509,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39514,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39565,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39568,1,1,1
1,,,,3,1,2,2,,,15,1,2500,DOS MIL QUINIENTOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,39577,2,1,2
1,1,1,,3,1,4,1,13,50000,15,1,4000,CUATRO MIL PESOS HASTA CINCO MIL PESOS,,,,,,,1,,,1,1,,,,,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,39610,5,1,5
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39629,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39693,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39703,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39706,3,1,3
1,,,,3,1,3,2,,,15,1,6000,SEIS MIL PESOS,,,,1,,,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,39719,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39734,1,1,1
1,,,,1,1,3,1,6,12000,6,1,2000,DOS MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,39741,9,1,9
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39760,2,1,2
1,1,1,,3,1,4,1,20,20000,30,1,10000,DIEZ MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,39771,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39826,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39829,1,1,1
1,1,,,3,1,4,1,15,60000,30,1,2000,DOS MIL PESOS,,,,1,,,,,,1,1,,,,,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,39839,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39846,1,1,1
1,,,,3,1,2,1,8,5000,3,1,1000,MIL PESOS,,,,1,,,,,,2,,,,,,1,2,2,2,2,1,2,1,2,2,1,1,1,2,1,39880,2,1,2
1,1,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39898,3,1,3
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39904,3,1,3
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39909,4,1,4
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39918,4,1,4
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39935,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39987,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40014,3,1,3
,1,,,3,1,2,2,,,5,1,2000,DOS MIL PESOS,,,1,1,,,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40051,6,1,6
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40054,1,1,1
,1,,,3,1,2,2,,,40,1,1000,MIL PESOS,,,1,,,,,,,2,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40057,3,1,3
1,1,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40060,1,1,1
,1,,,3,1,4,2,,,2,1,500,QUINIENTOS PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,40089,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40121,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40141,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40154,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40170,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40171,4,1,4
,1,,,3,1,4,2,,,5,1,4000,CUATRO MIL,,,1,,,,,,,2,,,,,,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,40192,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40212,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40226,1,1,1
1,,,,3,1,2,2,,,1,2,,,,,,1,,,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40234,1,1,1
1,1,,,3,1,5,1,30,60000,60,1,2000,DOS MIL PESOS,,,1,,,,,,,2,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,40252,1,1,1
1,1,,,3,1,5,1,30,100000,30,1,3000,TRES MIL PESOS,,,1,1,1,,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40255,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40273,1,1,1
1,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40285,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40317,4,1,4
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40320,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40340,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40345,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40391,1,1,1
,1,,,3,1,3,1,3,6000,3,1,2000,DOS MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,40407,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40436,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40446,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40468,1,1,1
1,1,,1,3,1,4,1,20,50000,25,1,3000,TRES MIL PESOS,,,1,1,,,1,,,2,,,,,,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,40488,1,1,1
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40494,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40505,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40507,1,1,1
,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40517,3,1,3
1,1,1,1,3,1,5,1,30,240000,150,1,1000,MIL PESOS,,,1,,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40518,2,1,2
1,1,,,3,1,5,1,30,15000,20,1,1300,MIL TRECIENTOS,1,,,1,,,,,,1,1,,,,,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,40523,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40524,1,1,1
1,1,1,1,3,1,5,1,30,15000,120,2,,,,,,,1,,,,,1,1,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40541,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40542,1,1,1
1,1,1,,3,1,5,1,30,30000,120,1,10000,CIEN MIL PESOS,,,,1,,,,,,1,1,,,,,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,40550,1,1,1
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40576,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40615,1,1,1
1,1,,,3,1,4,1,15,98,20,1,5000,CINCO MIL PESOS,,,1,1,,,1,,,1,1,,,,,2,2,2,1,2,1,2,2,1,1,2,2,2,2,1,40633,3,1,3
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40638,6,1,6
1,1,,,3,1,5,1,30,100000,10,1,2000,DOS MIL PESOS,,,1,,,,,,,1,1,,,,,2,2,2,1,2,1,2,2,1,1,1,1,2,2,2,40667,1,1,1
1,,,,3,1,5,1,30,320000,82,1,4000,CUATRO MIL PESOS,,,1,,,,,,,2,,,,,,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,40680,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40682,1,1,1
1,,,,1,1,3,1,2,6000,4,1,2000,DOS MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40700,2,1,2
,1,,,3,1,5,1,30,30000,30,1,1000,MIL PESOS,,,1,1,1,1,,,,1,1,,,,,1,2,1,1,1,1,1,2,1,2,2,1,1,2,2,40705,1,1,1
1,1,1,,3,1,4,1,30,20000,120,1,2000,DOS MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1,40710,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40718,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40725,1,1,1
,1,,,3,1,3,1,2,98,2,2,,,,,,1,,,,,,2,,,,,,2,2,2,1,2,1,2,2,2,2,1,1,2,2,1,40726,6,1,6
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40748,4,1,4
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40749,2,1,2
,1,,,3,1,5,1,30,60000,40,1,2000,DOS MIL PESOS,,,,,,1,,,,1,1,,,,,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,40770,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40790,3,1,3
,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40822,1,1,1
1,1,,,3,1,3,1,30,80000,80,1,1000,MIL,,,1,1,,,,,,2,,,,,,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,40832,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40833,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40837,1,1,1
1,,,,3,1,5,1,30,40000,20,1,2000,DOS MIL PESOS,,,,,,1,,,,2,,,,,,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,40853,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40888,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40920,4,1,4
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40922,2,1,2
,1,,,3,1,1,2,,,1,1,2000,DOS MIL PESOS,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40934,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40938,1,1,1
,1,,,3,1,4,1,5,200000,10,1,5000,CINCO MIL,,,,1,,,,,,1,1,,,,,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,40950,2,1,2
1,,,,3,1,2,2,,,1,2,,,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,40952,2,1,2
1,1,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40978,5,1,5
1,1,1,,3,1,5,1,30,60000,3,1,2000,DOS MIL PESOS,,,1,,,,,,,2,,,,,,2,1,2,2,2,2,2,1,1,1,1,1,2,1,1,40984,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40995,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41004,2,1,2
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41006,1,1,1
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41014,1,1,1
,1,,,3,1,5,1,30,40000,8,1,5000,CINCO MIL PESOS,,,,,1,,,,,2,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,41016,2,1,2
,1,,,2,1,2,2,,,1,2,,,,,,1,,,,,,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,41048,3,1,3
1,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41061,1,1,1
